YEAR,Value,ISO3_Code,WB_Code
2020,804.343956745857,MLI,NY.GDP.PCAP.CD
2019,820.197390833912,MLI,NY.GDP.PCAP.CD
2018,835.086710561793,MLI,NY.GDP.PCAP.CD
2017,775.536492065709,MLI,NY.GDP.PCAP.CD
2016,730.85493818079,MLI,NY.GDP.PCAP.CD
2015,704.821646439506,MLI,NY.GDP.PCAP.CD
2014,797.154510755732,MLI,NY.GDP.PCAP.CD
2013,758.475532598732,MLI,NY.GDP.PCAP.CD
2012,733.738935290444,MLI,NY.GDP.PCAP.CD
2011,789.06272549554,MLI,NY.GDP.PCAP.CD
2010,670.369098976461,MLI,NY.GDP.PCAP.CD
2009,662.883388148082,MLI,NY.GDP.PCAP.CD
2008,658.493183322369,MLI,NY.GDP.PCAP.CD
2007,564.157958339126,MLI,NY.GDP.PCAP.CD
2006,493.628706470251,MLI,NY.GDP.PCAP.CD
2005,461.457920288884,MLI,NY.GDP.PCAP.CD
2004,416.278344366266,MLI,NY.GDP.PCAP.CD
2003,371.627016389759,MLI,NY.GDP.PCAP.CD
2002,318.042432039222,MLI,NY.GDP.PCAP.CD
2001,291.159497911347,MLI,NY.GDP.PCAP.CD
2000,256.199554978241,MLI,NY.GDP.PCAP.CD
1999,306.457426717778,MLI,NY.GDP.PCAP.CD
1998,267.442574037141,MLI,NY.GDP.PCAP.CD
1997,253.332746924326,MLI,NY.GDP.PCAP.CD
1996,267.161312421177,MLI,NY.GDP.PCAP.CD
1995,265.717051612187,MLI,NY.GDP.PCAP.CD
1994,208.873284105014,MLI,NY.GDP.PCAP.CD
1993,288.912651193625,MLI,NY.GDP.PCAP.CD
1992,296.295758235174,MLI,NY.GDP.PCAP.CD
1991,290.949913986172,MLI,NY.GDP.PCAP.CD
1990,292.184532091609,MLI,NY.GDP.PCAP.CD
2021,38027.3801730893,MLT,NY.GDP.PCAP.CD
2020,31796.8213417258,MLT,NY.GDP.PCAP.CD
2019,32412.2697818499,MLT,NY.GDP.PCAP.CD
2018,33332.1905601302,MLT,NY.GDP.PCAP.CD
2017,30259.3952629768,MLT,NY.GDP.PCAP.CD
2016,26409.6285858968,MLT,NY.GDP.PCAP.CD
2015,25481.8977555627,MLT,NY.GDP.PCAP.CD
2014,27356.6080303021,MLT,NY.GDP.PCAP.CD
2013,25346.5236450477,MLT,NY.GDP.PCAP.CD
2012,22878.313086001,MLT,NY.GDP.PCAP.CD
2011,23516.9691249323,MLT,NY.GDP.PCAP.CD
2010,21946.6069676515,MLT,NY.GDP.PCAP.CD
2009,21176.3112406361,MLT,NY.GDP.PCAP.CD
2008,22315.3198630182,MLT,NY.GDP.PCAP.CD
2007,19444.1875016088,MLT,NY.GDP.PCAP.CD
2006,16653.607176998,MLT,NY.GDP.PCAP.CD
2005,15831.3440511034,MLT,NY.GDP.PCAP.CD
2004,15212.1267402818,MLT,NY.GDP.PCAP.CD
2003,13593.974199672,MLT,NY.GDP.PCAP.CD
2002,11251.2060862043,MLT,NY.GDP.PCAP.CD
2001,10357.7040358668,MLT,NY.GDP.PCAP.CD
2000,10348.4865480967,MLT,NY.GDP.PCAP.CD
1999,10609.1947240571,MLT,NY.GDP.PCAP.CD
1998,10408.0619868925,MLT,NY.GDP.PCAP.CD
1997,9893.3092968134,MLT,NY.GDP.PCAP.CD
1996,10061.6952382544,MLT,NY.GDP.PCAP.CD
1995,9828.23235954568,MLT,NY.GDP.PCAP.CD
1994,8000.34243622095,MLT,NY.GDP.PCAP.CD
1993,7296.35435906561,MLT,NY.GDP.PCAP.CD
1992,8220.33925272398,MLT,NY.GDP.PCAP.CD
1991,7558.7543893379,MLT,NY.GDP.PCAP.CD
1990,7192.39410227111,MLT,NY.GDP.PCAP.CD
2021,1242.72134419599,MMR,NY.GDP.PCAP.CD
2020,1490.21683548367,MMR,NY.GDP.PCAP.CD
2019,1425.98954211903,MMR,NY.GDP.PCAP.CD
2018,1298.21310320785,MMR,NY.GDP.PCAP.CD
2017,1272.82241830603,MMR,NY.GDP.PCAP.CD
2016,1229.19713515893,MMR,NY.GDP.PCAP.CD
2015,1166.73305546288,MMR,NY.GDP.PCAP.CD
2014,1293.00042298704,MMR,NY.GDP.PCAP.CD
2013,1199.09561597055,MMR,NY.GDP.PCAP.CD
2012,1202.6658960055,MMR,NY.GDP.PCAP.CD
2011,1213.62898703376,MMR,NY.GDP.PCAP.CD
2010,1010.53417343401,MMR,NY.GDP.PCAP.CD
2009,758.442935789255,MMR,NY.GDP.PCAP.CD
2008,658.442487229705,MMR,NY.GDP.PCAP.CD
2007,419.375780725042,MMR,NY.GDP.PCAP.CD
2006,303.495087119254,MMR,NY.GDP.PCAP.CD
2005,252.685193060728,MMR,NY.GDP.PCAP.CD
2004,224.508811413327,MMR,NY.GDP.PCAP.CD
2003,224.292688912409,MMR,NY.GDP.PCAP.CD
2002,146.598390364449,MMR,NY.GDP.PCAP.CD
2001,141.525660705722,MMR,NY.GDP.PCAP.CD
2000,196.619580625284,MMR,NY.GDP.PCAP.CD
1999,189.490155849067,MMR,NY.GDP.PCAP.CD
1998,145.950830383757,MMR,NY.GDP.PCAP.CD
1997,108.039770292032,MMR,NY.GDP.PCAP.CD
1996,141.897267580367,MMR,NY.GDP.PCAP.CD
1995,124.14348039051,MMR,NY.GDP.PCAP.CD
1994,105.391561114159,MMR,NY.GDP.PCAP.CD
1993,76.212889482598,MMR,NY.GDP.PCAP.CD
1992,58.8896739558883,MMR,NY.GDP.PCAP.CD
1991,51.2408970610106,MMR,NY.GDP.PCAP.CD
1990,53.1225401094506,MMR,NY.GDP.PCAP.CD
2021,9465.96153027794,MNE,NY.GDP.PCAP.CD
2020,7677.37132106817,MNE,NY.GDP.PCAP.CD
2019,8909.6538759126,MNE,NY.GDP.PCAP.CD
2018,8850.3749248372,MNE,NY.GDP.PCAP.CD
2017,7803.35824465203,MNE,NY.GDP.PCAP.CD
2016,7033.43962398373,MNE,NY.GDP.PCAP.CD
2015,6517.19267514764,MNE,NY.GDP.PCAP.CD
2014,7387.87296917548,MNE,NY.GDP.PCAP.CD
2013,7188.86361611271,MNE,NY.GDP.PCAP.CD
2012,6586.39970256684,MNE,NY.GDP.PCAP.CD
2011,7328.78943085498,MNE,NY.GDP.PCAP.CD
2010,6688.40259641346,MNE,NY.GDP.PCAP.CD
2009,6727.10776676969,MNE,NY.GDP.PCAP.CD
2008,7367.75190910882,MNE,NY.GDP.PCAP.CD
2007,5976.39414454596,MNE,NY.GDP.PCAP.CD
2006,4425.67887307803,MNE,NY.GDP.PCAP.CD
2005,3674.6179242797,MNE,NY.GDP.PCAP.CD
2004,3380.16512135859,MNE,NY.GDP.PCAP.CD
2003,2789.15906483509,MNE,NY.GDP.PCAP.CD
2002,2106.6350684523,MNE,NY.GDP.PCAP.CD
2001,1909.59870186179,MNE,NY.GDP.PCAP.CD
2000,1627.06511911987,MNE,NY.GDP.PCAP.CD
1999,1367.90257335097,MNE,NY.GDP.PCAP.CD
1998,1405.81632669854,MNE,NY.GDP.PCAP.CD
1997,1375.32668139586,MNE,NY.GDP.PCAP.CD
1996,1375.32668139586,MNE,NY.GDP.PCAP.CD
1995,1375.32668139586,MNE,NY.GDP.PCAP.CD
1994,1375.32668139586,MNE,NY.GDP.PCAP.CD
1993,1375.32668139586,MNE,NY.GDP.PCAP.CD
1992,1375.32668139586,MNE,NY.GDP.PCAP.CD
1991,1375.32668139586,MNE,NY.GDP.PCAP.CD
1990,1375.32668139586,MNE,NY.GDP.PCAP.CD
2021,4517.61578018785,MNG,NY.GDP.PCAP.CD
2020,4001.25193077703,MNG,NY.GDP.PCAP.CD
2019,4347.54610314873,MNG,NY.GDP.PCAP.CD
2018,4107.64288528468,MNG,NY.GDP.PCAP.CD
2017,3645.96708669551,MNG,NY.GDP.PCAP.CD
2016,3619.90026383792,MNG,NY.GDP.PCAP.CD
2015,3838.92126989984,MNG,NY.GDP.PCAP.CD
2014,4126.23975800524,MNG,NY.GDP.PCAP.CD
2013,4340.14310544449,MNG,NY.GDP.PCAP.CD
2012,4328.89001905655,MNG,NY.GDP.PCAP.CD
2011,3736.04201455077,MNG,NY.GDP.PCAP.CD
2010,2625.21881402433,MNG,NY.GDP.PCAP.CD
2009,1703.32756790019,MNG,NY.GDP.PCAP.CD
2008,2127.42678594737,MNG,NY.GDP.PCAP.CD
2007,1627.68787743359,MNG,NY.GDP.PCAP.CD
2006,1329.89179579053,MNG,NY.GDP.PCAP.CD
2005,994.90010913241,MNG,NY.GDP.PCAP.CD
2004,794.154552001815,MNG,NY.GDP.PCAP.CD
2003,643.168068921658,MNG,NY.GDP.PCAP.CD
2002,570.249213248399,MNG,NY.GDP.PCAP.CD
2001,524.453483552485,MNG,NY.GDP.PCAP.CD
2000,476.02755082717,MNG,NY.GDP.PCAP.CD
1999,448.660368337533,MNG,NY.GDP.PCAP.CD
1998,483.878066074871,MNG,NY.GDP.PCAP.CD
1997,515.298004947316,MNG,NY.GDP.PCAP.CD
1996,595.5810149554,MNG,NY.GDP.PCAP.CD
1995,652.67456284915,MNG,NY.GDP.PCAP.CD
1994,422.864349383041,MNG,NY.GDP.PCAP.CD
1993,354.898613087701,MNG,NY.GDP.PCAP.CD
1992,607.813424662797,MNG,NY.GDP.PCAP.CD
1991,1098.68017445549,MNG,NY.GDP.PCAP.CD
1990,1220.17127664137,MNG,NY.GDP.PCAP.CD
2021,19455.50139424,MNP,NY.GDP.PCAP.CD
2020,18220.8382427201,MNP,NY.GDP.PCAP.CD
2019,24496.6652122421,MNP,NY.GDP.PCAP.CD
2018,26509.3628379893,MNP,NY.GDP.PCAP.CD
2017,31225.6049960968,MNP,NY.GDP.PCAP.CD
2016,24225.474169342,MNP,NY.GDP.PCAP.CD
2015,17665.1007493109,MNP,NY.GDP.PCAP.CD
2014,15945.417608954,MNP,NY.GDP.PCAP.CD
2013,14632.8518897608,MNP,NY.GDP.PCAP.CD
2012,14013.6003306158,MNP,NY.GDP.PCAP.CD
2011,13598.7166094613,MNP,NY.GDP.PCAP.CD
2010,14771.4037455399,MNP,NY.GDP.PCAP.CD
2009,14369.6339810212,MNP,NY.GDP.PCAP.CD
2008,16430.4461942257,MNP,NY.GDP.PCAP.CD
2007,15914.2193040498,MNP,NY.GDP.PCAP.CD
2006,16314.5578590027,MNP,NY.GDP.PCAP.CD
2005,17015.7487891715,MNP,NY.GDP.PCAP.CD
2004,18924.5831899653,MNP,NY.GDP.PCAP.CD
2003,18938.8728389967,MNP,NY.GDP.PCAP.CD
2002,19227.8894246608,MNP,NY.GDP.PCAP.CD
2001,19227.8894246608,MNP,NY.GDP.PCAP.CD
2000,19227.8894246608,MNP,NY.GDP.PCAP.CD
1999,19227.8894246608,MNP,NY.GDP.PCAP.CD
1998,19227.8894246608,MNP,NY.GDP.PCAP.CD
1997,19227.8894246608,MNP,NY.GDP.PCAP.CD
1996,19227.8894246608,MNP,NY.GDP.PCAP.CD
1995,19227.8894246608,MNP,NY.GDP.PCAP.CD
1994,19227.8894246608,MNP,NY.GDP.PCAP.CD
1993,19227.8894246608,MNP,NY.GDP.PCAP.CD
1992,19227.8894246608,MNP,NY.GDP.PCAP.CD
1991,19227.8894246608,MNP,NY.GDP.PCAP.CD
1990,19227.8894246608,MNP,NY.GDP.PCAP.CD
2021,509.907829475551,MOZ,NY.GDP.PCAP.CD
2020,462.433876479921,MOZ,NY.GDP.PCAP.CD
2019,519.09255091362,MOZ,NY.GDP.PCAP.CD
2018,517.507260258101,MOZ,NY.GDP.PCAP.CD
2017,470.93856305196,MOZ,NY.GDP.PCAP.CD
2016,441.489734819071,MOZ,NY.GDP.PCAP.CD
2015,610.563774706589,MOZ,NY.GDP.PCAP.CD
2014,697.142680444123,MOZ,NY.GDP.PCAP.CD
2013,686.505672517351,MOZ,NY.GDP.PCAP.CD
2012,685.685748199513,MOZ,NY.GDP.PCAP.CD
2011,618.17649286789,MOZ,NY.GDP.PCAP.CD
2010,496.185839392659,MOZ,NY.GDP.PCAP.CD
2009,547.697144193651,MOZ,NY.GDP.PCAP.CD
2008,592.159111184122,MOZ,NY.GDP.PCAP.CD
2007,507.874923914304,MOZ,NY.GDP.PCAP.CD
2006,457.487647833183,MOZ,NY.GDP.PCAP.CD
2005,436.773856167384,MOZ,NY.GDP.PCAP.CD
2004,400.056973161545,MOZ,NY.GDP.PCAP.CD
2003,339.488737800648,MOZ,NY.GDP.PCAP.CD
2002,313.886661721198,MOZ,NY.GDP.PCAP.CD
2001,304.792138621913,MOZ,NY.GDP.PCAP.CD
2000,327.12623979157,MOZ,NY.GDP.PCAP.CD
1999,354.406245723711,MOZ,NY.GDP.PCAP.CD
1998,320.125121723292,MOZ,NY.GDP.PCAP.CD
1997,287.532091475389,MOZ,NY.GDP.PCAP.CD
1996,244.362651012498,MOZ,NY.GDP.PCAP.CD
1995,191.826096861406,MOZ,NY.GDP.PCAP.CD
1994,196.763143175646,MOZ,NY.GDP.PCAP.CD
1993,205.189844208699,MOZ,NY.GDP.PCAP.CD
1992,205.585216062094,MOZ,NY.GDP.PCAP.CD
1991,288.708092484444,MOZ,NY.GDP.PCAP.CD
1990,288.708092484444,MOZ,NY.GDP.PCAP.CD
2021,1947.78918383313,MRT,NY.GDP.PCAP.CD
2020,1795.76459566714,MRT,NY.GDP.PCAP.CD
2019,1767.072710621,MRT,NY.GDP.PCAP.CD
2018,1722.93528854073,MRT,NY.GDP.PCAP.CD
2017,1615.00401327323,MRT,NY.GDP.PCAP.CD
2016,1565.76575722696,MRT,NY.GDP.PCAP.CD
2015,1554.94897871782,MRT,NY.GDP.PCAP.CD
2014,1713.00865264234,MRT,NY.GDP.PCAP.CD
2013,1934.24103064714,MRT,NY.GDP.PCAP.CD
2012,1859.11733247641,MRT,NY.GDP.PCAP.CD
2011,1931.19975525465,MRT,NY.GDP.PCAP.CD
2010,1659.96369705455,MRT,NY.GDP.PCAP.CD
2009,1435.43010811893,MRT,NY.GDP.PCAP.CD
2008,1635.5630623124,MRT,NY.GDP.PCAP.CD
2007,1405.15016203368,MRT,NY.GDP.PCAP.CD
2006,1300.60367988659,MRT,NY.GDP.PCAP.CD
2005,998.96583416747,MRT,NY.GDP.PCAP.CD
2004,823.554457141893,MRT,NY.GDP.PCAP.CD
2003,732.017820812675,MRT,NY.GDP.PCAP.CD
2002,648.879643934862,MRT,NY.GDP.PCAP.CD
2001,651.817840199777,MRT,NY.GDP.PCAP.CD
2000,680.911061879778,MRT,NY.GDP.PCAP.CD
1999,781.337033563197,MRT,NY.GDP.PCAP.CD
1998,821.266378551937,MRT,NY.GDP.PCAP.CD
1997,859.28395817576,MRT,NY.GDP.PCAP.CD
1996,904.120879798142,MRT,NY.GDP.PCAP.CD
1995,904.719170071042,MRT,NY.GDP.PCAP.CD
1994,864.599478365453,MRT,NY.GDP.PCAP.CD
1993,849.620301696661,MRT,NY.GDP.PCAP.CD
1992,1036.47437808576,MRT,NY.GDP.PCAP.CD
1991,1061.67704285264,MRT,NY.GDP.PCAP.CD
1990,772.033092140219,MRT,NY.GDP.PCAP.CD
2021,9068.97300226707,MUS,NY.GDP.PCAP.CD
2020,9011.04288445023,MUS,NY.GDP.PCAP.CD
2019,11403.2527870674,MUS,NY.GDP.PCAP.CD
2018,11643.4605962124,MUS,NY.GDP.PCAP.CD
2017,10841.6847754844,MUS,NY.GDP.PCAP.CD
2016,9965.72531085228,MUS,NY.GDP.PCAP.CD
2015,9507.87133656424,MUS,NY.GDP.PCAP.CD
2014,10366.3550754936,MUS,NY.GDP.PCAP.CD
2013,9764.64413060045,MUS,NY.GDP.PCAP.CD
2012,9291.23627601053,MUS,NY.GDP.PCAP.CD
2011,9197.04299089459,MUS,NY.GDP.PCAP.CD
2010,8000.37643182154,MUS,NY.GDP.PCAP.CD
2009,7318.12640972422,MUS,NY.GDP.PCAP.CD
2008,8030.05228087539,MUS,NY.GDP.PCAP.CD
2007,6574.6635764099,MUS,NY.GDP.PCAP.CD
2006,5695.97525509869,MUS,NY.GDP.PCAP.CD
2005,5354.02974260642,MUS,NY.GDP.PCAP.CD
2004,5460.60800184198,MUS,NY.GDP.PCAP.CD
2003,4858.26575549747,MUS,NY.GDP.PCAP.CD
2002,4073.06053055903,MUS,NY.GDP.PCAP.CD
2001,3908.55694927435,MUS,NY.GDP.PCAP.CD
2000,3981.98343249582,MUS,NY.GDP.PCAP.CD
1999,3745.69625069831,MUS,NY.GDP.PCAP.CD
1998,3641.62142564086,MUS,NY.GDP.PCAP.CD
1997,3695.73668844327,MUS,NY.GDP.PCAP.CD
1996,3951.94494649336,MUS,NY.GDP.PCAP.CD
1995,3648.01649622256,MUS,NY.GDP.PCAP.CD
1994,3240.38624662702,MUS,NY.GDP.PCAP.CD
1993,3013.83313790492,MUS,NY.GDP.PCAP.CD
1992,3013.23706337167,MUS,NY.GDP.PCAP.CD
1991,2705.26648158805,MUS,NY.GDP.PCAP.CD
1990,2539.92846467452,MUS,NY.GDP.PCAP.CD
2021,617.447520802454,MWI,NY.GDP.PCAP.CD
2020,602.507478176106,MWI,NY.GDP.PCAP.CD
2019,580.889816066776,MWI,NY.GDP.PCAP.CD
2018,533.203173686705,MWI,NY.GDP.PCAP.CD
2017,495.769683367165,MWI,NY.GDP.PCAP.CD
2016,450.506105510719,MWI,NY.GDP.PCAP.CD
2015,539.605363240686,MWI,NY.GDP.PCAP.CD
2014,529.5133440206,MWI,NY.GDP.PCAP.CD
2013,496.947368267313,MWI,NY.GDP.PCAP.CD
2012,558.46208832772,MWI,NY.GDP.PCAP.CD
2011,763.061000394572,MWI,NY.GDP.PCAP.CD
2010,683.124694716799,MWI,NY.GDP.PCAP.CD
2009,625.869729869625,MWI,NY.GDP.PCAP.CD
2008,554.048820396119,MWI,NY.GDP.PCAP.CD
2007,475.180261659331,MWI,NY.GDP.PCAP.CD
2006,440.822149023873,MWI,NY.GDP.PCAP.CD
2005,414.361121984475,MWI,NY.GDP.PCAP.CD
2004,404.674248445428,MWI,NY.GDP.PCAP.CD
2003,383.348596852642,MWI,NY.GDP.PCAP.CD
2002,428.210439838398,MWI,NY.GDP.PCAP.CD
2001,215.474524898357,MWI,NY.GDP.PCAP.CD
2000,224.22415918428,MWI,NY.GDP.PCAP.CD
1999,233.935986197873,MWI,NY.GDP.PCAP.CD
1998,236.045479450504,MWI,NY.GDP.PCAP.CD
1997,366.954461274104,MWI,NY.GDP.PCAP.CD
1996,320.662735559137,MWI,NY.GDP.PCAP.CD
1995,200.362370007247,MWI,NY.GDP.PCAP.CD
1994,169.196526919639,MWI,NY.GDP.PCAP.CD
1993,293.016883079922,MWI,NY.GDP.PCAP.CD
1992,258.393430877557,MWI,NY.GDP.PCAP.CD
1991,325.75273105931,MWI,NY.GDP.PCAP.CD
1990,286.730598968269,MWI,NY.GDP.PCAP.CD
2021,10903.1116425938,MYS,NY.GDP.PCAP.CD
2020,9957.52626697613,MYS,NY.GDP.PCAP.CD
2019,10920.191763972,MYS,NY.GDP.PCAP.CD
2018,10901.8019954421,MYS,NY.GDP.PCAP.CD
2017,9862.54806612235,MYS,NY.GDP.PCAP.CD
2016,9476.53409809923,MYS,NY.GDP.PCAP.CD
2015,9648.6797937523,MYS,NY.GDP.PCAP.CD
2014,11013.3107334403,MYS,NY.GDP.PCAP.CD
2013,10713.6407638899,MYS,NY.GDP.PCAP.CD
2012,10600.5744240026,MYS,NY.GDP.PCAP.CD
2011,10217.1068585031,MYS,NY.GDP.PCAP.CD
2010,8899.34505544675,MYS,NY.GDP.PCAP.CD
2009,7191.43287234626,MYS,NY.GDP.PCAP.CD
2008,8371.82156086005,MYS,NY.GDP.PCAP.CD
2007,7168.93031942508,MYS,NY.GDP.PCAP.CD
2006,6158.40785533236,MYS,NY.GDP.PCAP.CD
2005,5555.58179951206,MYS,NY.GDP.PCAP.CD
2004,4939.24851854427,MYS,NY.GDP.PCAP.CD
2003,4465.32194567208,MYS,NY.GDP.PCAP.CD
2002,4184.03163773539,MYS,NY.GDP.PCAP.CD
2001,3943.79943910239,MYS,NY.GDP.PCAP.CD
2000,4083.52874483605,MYS,NY.GDP.PCAP.CD
1999,3527.81581379249,MYS,NY.GDP.PCAP.CD
1998,3294.30978444095,MYS,NY.GDP.PCAP.CD
1997,4678.56390058182,MYS,NY.GDP.PCAP.CD
1996,4837.16897250768,MYS,NY.GDP.PCAP.CD
1995,4363.14458333034,MYS,NY.GDP.PCAP.CD
1994,3757.65292858601,MYS,NY.GDP.PCAP.CD
1993,3461.99504214189,MYS,NY.GDP.PCAP.CD
1992,3141.43321987651,MYS,NY.GDP.PCAP.CD
1991,2679.20101106745,MYS,NY.GDP.PCAP.CD
1990,2468.69080320116,MYS,NY.GDP.PCAP.CD
2021,4412.8355693052,NAM,NY.GDP.PCAP.CD
2020,3878.58982993966,NAM,NY.GDP.PCAP.CD
2019,4731.9210318831,NAM,NY.GDP.PCAP.CD
2018,5308.60813408705,NAM,NY.GDP.PCAP.CD
2017,5143.96072323076,NAM,NY.GDP.PCAP.CD
2016,4395.68776162376,NAM,NY.GDP.PCAP.CD
2015,4774.10650865775,NAM,NY.GDP.PCAP.CD
2014,5378.32326241205,NAM,NY.GDP.PCAP.CD
2013,5346.62131149967,NAM,NY.GDP.PCAP.CD
2012,5942.64680978673,NAM,NY.GDP.PCAP.CD
2011,5834.7917675794,NAM,NY.GDP.PCAP.CD
2010,5418.21633365814,NAM,NY.GDP.PCAP.CD
2009,4302.91374148376,NAM,NY.GDP.PCAP.CD
2008,4204.78555422749,NAM,NY.GDP.PCAP.CD
2007,4379.04313682732,NAM,NY.GDP.PCAP.CD
2006,4017.1834716928,NAM,NY.GDP.PCAP.CD
2005,3685.77299991587,NAM,NY.GDP.PCAP.CD
2004,3403.15496192955,NAM,NY.GDP.PCAP.CD
2003,2569.24739317883,NAM,NY.GDP.PCAP.CD
2002,1772.07565537493,NAM,NY.GDP.PCAP.CD
2001,1915.58926594875,NAM,NY.GDP.PCAP.CD
2000,2156.67590512714,NAM,NY.GDP.PCAP.CD
1999,2177.78733370092,NAM,NY.GDP.PCAP.CD
1998,2235.24515468625,NAM,NY.GDP.PCAP.CD
1997,2459.64511763936,NAM,NY.GDP.PCAP.CD
1996,2423.3982907313,NAM,NY.GDP.PCAP.CD
1995,2483.20353415161,NAM,NY.GDP.PCAP.CD
1994,2355.90445673153,NAM,NY.GDP.PCAP.CD
1993,2154.96473655435,NAM,NY.GDP.PCAP.CD
1992,2346.86242963741,NAM,NY.GDP.PCAP.CD
1991,2116.90552516214,NAM,NY.GDP.PCAP.CD
1990,2037.47589359778,NAM,NY.GDP.PCAP.CD
2021,35311.5543551452,NCL,NY.GDP.PCAP.CD
2020,33270.330597637,NCL,NY.GDP.PCAP.CD
2019,33411.3358835672,NCL,NY.GDP.PCAP.CD
2018,34902.8968780031,NCL,NY.GDP.PCAP.CD
2017,32354.7102832901,NCL,NY.GDP.PCAP.CD
2016,30782.8544433514,NCL,NY.GDP.PCAP.CD
2015,30858.7237060533,NCL,NY.GDP.PCAP.CD
2014,37816.9558599295,NCL,NY.GDP.PCAP.CD
2013,36671.1566752621,NCL,NY.GDP.PCAP.CD
2012,35559.5672006157,NCL,NY.GDP.PCAP.CD
2011,38835.9401851385,NCL,NY.GDP.PCAP.CD
2010,35798.9084757829,NCL,NY.GDP.PCAP.CD
2009,33836.494080472,NCL,NY.GDP.PCAP.CD
2008,35723.9033194947,NCL,NY.GDP.PCAP.CD
2007,35177.6535261448,NCL,NY.GDP.PCAP.CD
2006,28193.2537573387,NCL,NY.GDP.PCAP.CD
2005,25528.2918353444,NCL,NY.GDP.PCAP.CD
2004,24475.6488547037,NCL,NY.GDP.PCAP.CD
2003,20768.1061488848,NCL,NY.GDP.PCAP.CD
2002,16104.5520406819,NCL,NY.GDP.PCAP.CD
2001,14482.3606263602,NCL,NY.GDP.PCAP.CD
2000,15329.7297200058,NCL,NY.GDP.PCAP.CD
1999,16692.6835119189,NCL,NY.GDP.PCAP.CD
1998,16614.5978812179,NCL,NY.GDP.PCAP.CD
1997,15704.9593483537,NCL,NY.GDP.PCAP.CD
1996,17592.0502745845,NCL,NY.GDP.PCAP.CD
1995,18107.8880778022,NCL,NY.GDP.PCAP.CD
1994,15534.3093278924,NCL,NY.GDP.PCAP.CD
1993,14787.2165075183,NCL,NY.GDP.PCAP.CD
1992,15713.7198562158,NCL,NY.GDP.PCAP.CD
1991,14642.5179713722,NCL,NY.GDP.PCAP.CD
1990,14334.6807372176,NCL,NY.GDP.PCAP.CD
2021,608.722439593808,NER,NY.GDP.PCAP.CD
2020,579.512495758236,NER,NY.GDP.PCAP.CD
2019,561.691304349698,NER,NY.GDP.PCAP.CD
2018,578.568035680892,NER,NY.GDP.PCAP.CD
2017,521.804130023434,NER,NY.GDP.PCAP.CD
2016,502.706475406446,NER,NY.GDP.PCAP.CD
2015,485.662574175279,NER,NY.GDP.PCAP.CD
2014,565.30989731175,NER,NY.GDP.PCAP.CD
2013,552.103334363117,NER,NY.GDP.PCAP.CD
2012,528.510104469655,NER,NY.GDP.PCAP.CD
2011,510.75956176268,NER,NY.GDP.PCAP.CD
2010,474.425692340831,NER,NY.GDP.PCAP.CD
2009,461.131533961487,NER,NY.GDP.PCAP.CD
2008,475.044955398162,NER,NY.GDP.PCAP.CD
2007,387.168065883301,NER,NY.GDP.PCAP.CD
2006,333.345078419447,NER,NY.GDP.PCAP.CD
2005,318.643121918273,NER,NY.GDP.PCAP.CD
2004,283.468281798296,NER,NY.GDP.PCAP.CD
2003,265.225363452469,NER,NY.GDP.PCAP.CD
2002,225.294391147438,NER,NY.GDP.PCAP.CD
2001,205.417936120931,NER,NY.GDP.PCAP.CD
2000,194.771959898935,NER,NY.GDP.PCAP.CD
1999,228.271656116064,NER,NY.GDP.PCAP.CD
1998,246.090855923026,NER,NY.GDP.PCAP.CD
1997,220.562957209,NER,NY.GDP.PCAP.CD
1996,239.494513213973,NER,NY.GDP.PCAP.CD
1995,237.01998956862,NER,NY.GDP.PCAP.CD
1994,206.214617135856,NER,NY.GDP.PCAP.CD
1993,335.429581902384,NER,NY.GDP.PCAP.CD
1992,384.029657304316,NER,NY.GDP.PCAP.CD
1991,384.44311679922,NER,NY.GDP.PCAP.CD
1990,423.887460599302,NER,NY.GDP.PCAP.CD
2021,2017.27486481527,NGA,NY.GDP.PCAP.CD
2020,2019.65706326224,NGA,NY.GDP.PCAP.CD
2019,2265.15520863056,NGA,NY.GDP.PCAP.CD
2018,2057.87944554011,NGA,NY.GDP.PCAP.CD
2017,1876.34027111773,NGA,NY.GDP.PCAP.CD
2016,2070.4127339595,NGA,NY.GDP.PCAP.CD
2015,2585.73360671797,NGA,NY.GDP.PCAP.CD
2014,3088.72131316169,NGA,NY.GDP.PCAP.CD
2013,2872.79083379398,NGA,NY.GDP.PCAP.CD
2012,2633.19734671361,NGA,NY.GDP.PCAP.CD
2011,2418.41316975875,NGA,NY.GDP.PCAP.CD
2010,2202.25672957344,NGA,NY.GDP.PCAP.CD
2009,1820.48633854782,NGA,NY.GDP.PCAP.CD
2008,2154.10543545364,NGA,NY.GDP.PCAP.CD
2007,1815.52697545827,NGA,NY.GDP.PCAP.CD
2006,1599.53891556365,NGA,NY.GDP.PCAP.CD
2005,1211.37703504386,NGA,NY.GDP.PCAP.CD
2004,962.48104194733,NGA,NY.GDP.PCAP.CD
2003,763.388745367223,NGA,NY.GDP.PCAP.CD
2002,712.164852077686,NGA,NY.GDP.PCAP.CD
2001,566.428231812933,NGA,NY.GDP.PCAP.CD
2000,547.318298903379,NGA,NY.GDP.PCAP.CD
1999,480.669363941805,NGA,NY.GDP.PCAP.CD
1998,1822.46998452473,NGA,NY.GDP.PCAP.CD
1997,1720.27540949396,NGA,NY.GDP.PCAP.CD
